pro_id;pro_nama;dapil_id;dapil_kode;dapil_nama;URUTAN_SUARA_PARTAI;partai_id;PARTAI POLITIK;Urutan1;id;nama;nomor_urut;jenis_kelamin;tempat_tinggal;Suara;% SUARA;URUTAN SUARA;KURSI KE 1;KURSI KE 2;KURSI KE 3;KURSI KE 4;KURSI KE 5;URUTAN KURSI;TOTAL;JUMLAH KURSI;;PROVINSI;DAPIL DPRRI;;;;;;
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;5;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;2;102411;SYAFRUDDIN H. MAMING S.Sos.;1;L;TANAH BUMBU;42112;0,468561892;1;;;;;;0;0;0;;;;;;;;;1
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;5;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;2;102413;Dr. H. NOVRI OMPUSUNGGU S.H. M.H.;3;L;KOTA ADM. JAKARTA TIMUR;12791;0,142319889;2;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;5;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;2;102412;AIDA MUSLIMAH S.E.;2;P;KOTA BANJARMASIN;9078;0,101006954;3;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;5;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;2;102414;NOORHALIS MAJID S.E. M.E.;4;L;KOTA BANJARMASIN;2907;0,032344924;4;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;5;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;2;102415;SURYANTI S.P. M.Si. M.M.;5;P;KOTA BANJARMASIN;2418;0,026904033;5;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;5;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;3;333333;TOTAL SUARA PARTAI;;;;89875;0,085824676;;;;;;;;;0;;;;;;;;;1
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;6;1;PARTAI KEBANGKITAN BANGSA;1;999999;SUARA PARTAI;;;;16731;0,245708076;;;;;;;0;0;0;;;;;;;;;1
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;6;1;PARTAI KEBANGKITAN BANGSA;2;100732;H. HERU WIDODO S.Psi.;2;L;KOTA TANGERANG SELATAN;21244;0,311985079;1;;;;;;0;0;0;;;;;;;;;1
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;6;1;PARTAI KEBANGKITAN BANGSA;2;100731;Ir. H. SYAMSUL ALAM;1;L;SLEMAN;17584;0,258235061;2;;;;;;0;0;0;;;;;;;;;1
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;6;1;PARTAI KEBANGKITAN BANGSA;2;100735;H. RISDIANTO HALENG H.B.;5;L;TANAH BUMBU;6699;0,098380157;3;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;6;1;PARTAI KEBANGKITAN BANGSA;2;100733;Hj. SRI HARTATI S.E.;3;P;KOTA BANJARBARU;4204;0,061739092;4;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;6;1;PARTAI KEBANGKITAN BANGSA;2;100734;HAWARIYAH DIANA S.Pd.;4;P;KOTA BANJARBARU;1631;0,023952536;5;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;6;1;PARTAI KEBANGKITAN BANGSA;3;333333;TOTAL SUARA PARTAI;;;;68093;0,065024308;;;;;;;;;0;;;;;;;;;1
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;7;8;PARTAI KEADILAN SEJAHTERA;1;999999;SUARA PARTAI;;;;11414;0,216321735;;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;7;8;PARTAI KEADILAN SEJAHTERA;2;106612;H. BAHSANUDDIN S.Sos. M.A.P.;2;L;TANAH BUMBU;18781;0,355943446;1;;;;;;0;0;0;;;;;;;;;1
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;7;8;PARTAI KEADILAN SEJAHTERA;2;106611;Dr. H. MOH. ROZAQ ASYHARI S.H. M.H.;1;L;KOTA ADM. JAKARTA TIMUR;13143;0,249090289;2;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;7;8;PARTAI KEADILAN SEJAHTERA;2;106615;Dr. dr. H. ABD. HALIM Sp.PD. S.H. M.H.;5;L;KOTA BANJARBARU;5045;0,095614434;3;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;7;8;PARTAI KEADILAN SEJAHTERA;2;106613;NAZIFAH S.H.;3;P;KOTA BANJARMASIN;3097;0,058695323;4;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;7;8;PARTAI KEADILAN SEJAHTERA;2;106614;WAFA;4;P;KOTA BANJARMASIN;1284;0,024334774;5;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;7;8;PARTAI KEADILAN SEJAHTERA;3;333333;TOTAL SUARA PARTAI;;;;52764;0,050386127;;;;;;;;;0;;;;;;;;;1
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;8;14;PARTAI DEMOKRAT;1;999999;SUARA PARTAI;;;;7320;0,149601471;;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;8;14;PARTAI DEMOKRAT;2;111651;Denny Indrayana;1;L;KOTA BANJARBARU;26573;0,543081954;1;;;;;;0;0;0;;;;;;;;;1
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;8;14;PARTAI DEMOKRAT;2;111652;Habib Hasyim Arsal Alhabsi;2;L;KOTA ADM. JAKARTA SELATAN;13014;0,265971796;2;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;8;14;PARTAI DEMOKRAT;2;111654;RUSIAN S.H.;4;L;KOTA BANJARMASIN;908;0,018557122;3;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;8;14;PARTAI DEMOKRAT;2;111653;UZLAH;3;P;KOTA BANJARMASIN;715;0,014612712;4;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;8;14;PARTAI DEMOKRAT;2;111655;MURNI;5;P;KOTA BANJARMASIN;400;0,008174944;5;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;8;14;PARTAI DEMOKRAT;3;333333;TOTAL SUARA PARTAI;;;;48930;0,046724911;;;;;;;;;0;;;;;;;;;1
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;9;17;PARTAI PERSATUAN PEMBANGUNAN;1;999999;SUARA PARTAI;;;;5561;0,217805107;;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;9;17;PARTAI PERSATUAN PEMBANGUNAN;2;114171;SUKAMTA;1;L;TANAH LAUT;12717;0,49808084;1;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;9;17;PARTAI PERSATUAN PEMBANGUNAN;2;114174;ABDURRAHMAN S.Pd. M.Pd.;4;L;BANJAR;3170;0,124157919;2;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;9;17;PARTAI PERSATUAN PEMBANGUNAN;2;114172;DHONIE IRHAMI RAIS;2;L;KOTABARU;1936;0,075826414;3;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;9;17;PARTAI PERSATUAN PEMBANGUNAN;2;114173;RITA WATI S.Ag.;3;P;KOTA BANJARMASIN;1467;0,057457308;4;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;9;17;PARTAI PERSATUAN PEMBANGUNAN;2;114175;NOOR HANIFA S.E.;5;P;KOTA BANJARMASIN;681;0,026672411;5;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;9;17;PARTAI PERSATUAN PEMBANGUNAN;3;333333;TOTAL SUARA PARTAI;;;;25532;0,02438137;;;;;;;;;0;;;;;;;;;1
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;10;15;PARTAI SOLIDARITAS INDONESIA;1;999999;SUARA PARTAI;;;;4249;0,375951159;;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;10;15;PARTAI SOLIDARITAS INDONESIA;2;112491;Fakhri Wardhani S.Sos.;1;L;BANJAR;3620;0,320297293;1;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;10;15;PARTAI SOLIDARITAS INDONESIA;2;112492;HENDRAGUS FAHRIAN DONY;2;L;KOTA BANJARBARU;1095;0,096885507;2;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;10;15;PARTAI SOLIDARITAS INDONESIA;2;112493;AJENG DELA PUTRI UNTUNG;3;P;KOTA SURAKARTA;1006;0,089010795;3;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;10;15;PARTAI SOLIDARITAS INDONESIA;2;112495;TIARA ARSILLA;5;P;KOTA ADM. JAKARTA TIMUR;863;0,076358167;4;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;10;15;PARTAI SOLIDARITAS INDONESIA;2;112494;Rizeki Ramadhan;4;L;KOTA BANJARMASIN;469;0,04149708;5;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;10;15;PARTAI SOLIDARITAS INDONESIA;3;333333;TOTAL SUARA PARTAI;;;;11302;0,010792662;;;;;;;;;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;11;7;PARTAI GELOMBANG RAKYAT INDONESIA;1;999999;SUARA PARTAI;;;;2884;0,307725139;;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;11;7;PARTAI GELOMBANG RAKYAT INDONESIA;2;105771;HARYANTO S.E.;1;L;KOTA BANJARMASIN;4863;0,518886044;1;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;11;7;PARTAI GELOMBANG RAKYAT INDONESIA;2;105772;MUHAMMAD BASUNI S.T.;2;L;KOTA BANJARBARU;1222;0,130388391;2;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;11;7;PARTAI GELOMBANG RAKYAT INDONESIA;2;105773;SUPI'ATUN M.Pd.;3;P;KOTA BANJARBARU;403;0,043000427;3;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;11;7;PARTAI GELOMBANG RAKYAT INDONESIA;3;333333;TOTAL SUARA PARTAI;;;;9372;0,00894964;;;;;;;;;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;12;24;PARTAI UMMAT;1;999999;SUARA PARTAI;;;;2026;0,288809694;;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;12;24;PARTAI UMMAT;2;115011;SAIFUL HALIM S.T.;1;L;TANAH BUMBU;3678;0,524305061;1;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;12;24;PARTAI UMMAT;2;115013;Hj. SRI CENDRAWASIH S.H.;3;P;KOTA BANJARMASIN;543;0,07740556;2;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;12;24;PARTAI UMMAT;2;115012;DJAMILAH;2;P;KOTA ADM. JAKARTA PUSAT;443;0,063150392;3;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;12;24;PARTAI UMMAT;2;115014;ISMIYANTO;4;L;SLEMAN;325;0,046329294;4;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;12;24;PARTAI UMMAT;3;333333;TOTAL SUARA PARTAI;;;;7015;0,006698861;;;;;;;;;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;13;6;PARTAI BURUH;1;999999;SUARA PARTAI;;;;2347;0,362415071;;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;13;6;PARTAI BURUH;2;104931;Drs. AKHMAD YAMANI;1;L;KOTA BANJARMASIN;2300;0,355157505;1;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;13;6;PARTAI BURUH;2;104932;BUJINO ADRIANNUS SALAN S.H. M.H.;2;L;KOTA BANJARMASIN;779;0,120290303;2;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;13;6;PARTAI BURUH;2;104933;JUMIDA;3;P;KOTA BANJARMASIN;467;0,072112415;3;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;13;6;PARTAI BURUH;2;104935;LIA FATMIATI;5;P;KOTA BANJARMASIN;403;0,062229771;4;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;13;6;PARTAI BURUH;2;104934;Panatauku Walensa Mawider S.H.;4;L;BEKASI;180;0,027794935;5;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;13;6;PARTAI BURUH;3;333333;TOTAL SUARA PARTAI;;;;6476;0,006184151;;;;;;;;;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;14;16;PARTAI PERINDO;1;999999;SUARA PARTAI;;;;1462;0,239279869;;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;14;16;PARTAI PERINDO;2;113331;Dr. Drs. ALIDIN SITANGGANG M.M. M.Th.;1;L;KOTA ADM. JAKARTA UTARA;2624;0,429459902;1;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;14;16;PARTAI PERINDO;2;113332;SIMON ALEX PASARIBU S.Si.T. M.M.;2;L;KOTA BANJARMASIN;1066;0,174468085;2;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;14;16;PARTAI PERINDO;2;113334;ANANG MISRAN;4;L;KOTA BANJARMASIN;401;0,065630115;3;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;14;16;PARTAI PERINDO;2;113335;EUNIKE ALETHEIAN BRUGMAN;5;P;KOTA BEKASI;321;0,052536825;4;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;14;16;PARTAI PERINDO;2;113333;META SORAYA DJARKANI;3;P;KOTABARU;236;0,038625205;5;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;14;16;PARTAI PERINDO;3;333333;TOTAL SUARA PARTAI;;;;6110;0,005834646;;;;;;;;;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;15;10;PARTAI HATI NURANI RAKYAT;1;999999;SUARA PARTAI;;;;2069;0,362473721;;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;15;10;PARTAI HATI NURANI RAKYAT;2;108291;Drs. H. SUPIANI BACHRAN;1;L;KOTA BANJARMASIN;1986;0,347932726;1;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;15;10;PARTAI HATI NURANI RAKYAT;2;108292;MUHAMMAD RYAN INDRA ROZANO;2;L;KOTA BANJARMASIN;724;0,126839523;2;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;15;10;PARTAI HATI NURANI RAKYAT;2;108293;NAITI RAHAYU;3;P;KOTA BANJARMASIN;465;0,081464611;3;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;15;10;PARTAI HATI NURANI RAKYAT;2;108294;AHMAD REZA RITAUDIN SALA;4;L;KOTA BANJARMASIN;327;0,057288017;4;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;15;10;PARTAI HATI NURANI RAKYAT;2;108295;LAILAN SUFINAH;5;P;KOTA BANJARMASIN;137;0,024001402;5;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;15;10;PARTAI HATI NURANI RAKYAT;3;333333;TOTAL SUARA PARTAI;;;;5708;0,005450762;;;;;;;;;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;16;13;PARTAI BULAN BINTANG;1;999999;SUARA PARTAI;;;;1108;0,317934003;;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;16;13;PARTAI BULAN BINTANG;2;110811;MUHAMMAD HAIRULLAH;1;L;KOTA BANJARMASIN;1575;0,451936872;1;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;16;13;PARTAI BULAN BINTANG;2;110812;SITI MARYAM;2;P;KOTA BANJARMASIN;576;0,16527977;2;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;16;13;PARTAI BULAN BINTANG;2;110813;SITI HAYATI;3;P;KOTA BANJARMASIN;226;0,064849354;3;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;16;13;PARTAI BULAN BINTANG;3;333333;TOTAL SUARA PARTAI;;;;3485;0,003327944;;;;;;;;;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;17;11;PARTAI GARDA REPUBLIK INDONESIA;1;999999;SUARA PARTAI;;;;801;0,24953271;;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;17;11;PARTAI GARDA REPUBLIK INDONESIA;2;109131;MUHAMMAD RIZAL FAHREDY S.Pd.;1;L;KOTA BANJARMASIN;1133;0,352959502;1;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;17;11;PARTAI GARDA REPUBLIK INDONESIA;2;109132;RATNAWATI S.E. M.M.;2;P;LAMONGAN;527;0,164174455;2;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;17;11;PARTAI GARDA REPUBLIK INDONESIA;2;109133;ANDRE PRAYOGA;3;L;KOTA BANJARMASIN;396;0,123364486;3;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;17;11;PARTAI GARDA REPUBLIK INDONESIA;2;109135;IMAM SYAFA'I S.H.;5;L;BARITO KUALA;208;0,064797508;4;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;17;11;PARTAI GARDA REPUBLIK INDONESIA;2;109134;EGA NURULLITA;4;P;KOTA ADM. JAKARTA PUSAT;145;0,04517134;5;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;17;11;PARTAI GARDA REPUBLIK INDONESIA;3;333333;TOTAL SUARA PARTAI;;;;3210;0,003065338;;;;;;;;;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;18;9;PARTAI KEBANGKITAN NUSANTARA;1;999999;SUARA PARTAI;;;;399;0,311962471;;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;18;9;PARTAI KEBANGKITAN NUSANTARA;2;107451;Ir. ACHMAD SOFIANI;1;L;KOTA BANJARMASIN;415;0,324472244;1;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;18;9;PARTAI KEBANGKITAN NUSANTARA;2;107452;NOORMANSYAH;2;L;KOTA BANJARBARU;157;0,12275215;2;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;18;9;PARTAI KEBANGKITAN NUSANTARA;2;107453;DESY ARIANTI;3;P;KOTA BANJARMASIN;134;0,104769351;3;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;18;9;PARTAI KEBANGKITAN NUSANTARA;2;107454;YUDHA PRIBADI;4;L;KOTA BANJARMASIN;89;0,069585614;4;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;18;9;PARTAI KEBANGKITAN NUSANTARA;2;107455;AMANDA NIZAR ZULMI;5;P;BARITO KUALA;85;0,06645817;5;;;;;;0;0;0;;;;;;;;;0
63;KALIMANTAN SELATAN;7690;6302;KALIMANTAN SELATAN II;18;9;PARTAI KEBANGKITAN NUSANTARA;3;333333;TOTAL SUARA PARTAI;;;;1279;0,00122136;;;;;;;;;0;;;;;;;;;0
62;KALIMANTAN TENGAH;7688;6201;KALIMANTAN TENGAH;1;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;1;999999;SUARA PARTAI;;;;42450;0,143533875;;;;;;;0;0;0;;;;;;;;;1
62;KALIMANTAN TENGAH;7688;6201;KALIMANTAN TENGAH;1;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;2;102393;H. AGUSTIAR SABRAN A. S.I.Kom.;3;L;KOTAWARINGIN BARAT;97773;0,330594524;1;1;;;;;1;1;1;;;;;;;;;1
62;KALIMANTAN TENGAH;7688;6201;KALIMANTAN TENGAH;1;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;2;102394;Dr. Ir. WILLY MIDEL YOSEPH M.M.;4;L;KOTA PALANGKARAYA;87303;0,295192883;2;;;;;;0;0;0;;;;;;;;;1
62;KALIMANTAN TENGAH;7688;6201;KALIMANTAN TENGAH;1;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;2;102391;SIGIT KARYAWAN YUNIANTO S.H. M.A.P.;1;L;KOTA PALANGKARAYA;43684;0,147706332;3;;;;;;0;0;0;;;;;;;;;1
62;KALIMANTAN TENGAH;7688;6201;KALIMANTAN TENGAH;1;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;2;102392;Ir. YULILIS;2;P;MURUNG RAYA;14454;0,048872524;4;;;;;;0;0;0;;;;;;;;;0
62;KALIMANTAN TENGAH;7688;6201;KALIMANTAN TENGAH;1;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;2;102395;HENRY LISMAWAN S.E.;5;L;KOTA BANJARMASIN;6002;0,020294236;5;;;;;;0;0;0;;;;;;;;;0
62;KALIMANTAN TENGAH;7688;6201;KALIMANTAN TENGAH;1;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;2;102396;MULIANI;6;P;KOTA PALANGKARAYA;4083;0,013805626;6;;;;;;0;0;0;;;;;;;;;0
62;KALIMANTAN TENGAH;7688;6201;KALIMANTAN TENGAH;1;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;3;333333;TOTAL SUARA PARTAI;;;;295749;0,218325367;;;;;;;;;1;;;;;;;;;1
62;KALIMANTAN TENGAH;7688;6201;KALIMANTAN TENGAH;2;4;PARTAI GOLONGAN KARYA;1;999999;SUARA PARTAI;;;;35905;0,185200468;;;;;;;0;0;0;;;;;;;;;1
62;KALIMANTAN TENGAH;7688;6201;KALIMANTAN TENGAH;2;4;PARTAI GOLONGAN KARYA;2;103231;Drs. MUKHTARUDIN;1;L;KOTA ADM. JAKARTA SELATAN;92192;0,4755327;1;2;;;;;2;1;1;;;;;;;;;1
62;KALIMANTAN TENGAH;7688;6201;KALIMANTAN TENGAH;2;4;PARTAI GOLONGAN KARYA;2;103232;BIAS LAYAR S.H.;2;L;KOTA PALANGKARAYA;32501;0,167642401;2;;;;;;0;0;0;;;;;;;;;1
62;KALIMANTAN TENGAH;7688;6201;KALIMANTAN TENGAH;2;4;PARTAI GOLONGAN KARYA;2;103234;SUPRIADI MT S.Sos.;4;L;KOTAWARINGIN TIMUR;14129;0,072878357;3;;;;;;0;0;0;;;;;;;;;0
62;KALIMANTAN TENGAH;7688;6201;KALIMANTAN TENGAH;2;4;PARTAI GOLONGAN KARYA;2;103233;LELY HENDRAWATI TUNDANG S.S. M.M.;3;P;KOTA ADM. JAKARTA SELATAN;10150;0,052354401;4;;;;;;0;0;0;;;;;;;;;0
62;KALIMANTAN TENGAH;7688;6201;KALIMANTAN TENGAH;2;4;PARTAI GOLONGAN KARYA;2;103235;H. APRIAN NOOR S.Sos.;5;L;BARITO UTARA;6278;0,032382357;5;;;;;;0;0;0;;;;;;;;;0
62;KALIMANTAN TENGAH;7688;6201;KALIMANTAN TENGAH;2;4;PARTAI GOLONGAN KARYA;2;103236;dr. ALFI LUTHFIANI;6;P;KOTA ADM. JAKARTA SELATAN;2716;0,014009315;6;;;;;;0;0;0;;;;;;;;;0
62;KALIMANTAN TENGAH;7688;6201;KALIMANTAN TENGAH;2;4;PARTAI GOLONGAN KARYA;3;333333;TOTAL SUARA PARTAI;;;;193871;0,143117837;;;;;;;;;1;;;;;;;;;1
62;KALIMANTAN TENGAH;7688;6201;KALIMANTAN TENGAH;3;2;PARTAI GERAKAN INDONESIA RAYA;1;999999;SUARA PARTAI;;;;42897;0,241782212;;;;;;;0;0;0;;;;;;;;;1
62;KALIMANTAN TENGAH;7688;6201;KALIMANTAN TENGAH;3;2;PARTAI GERAKAN INDONESIA RAYA;2;101551;H. IWAN KURNIAWAN;1;L;KOTA PALANGKARAYA;38802;0,218701387;1;3;;;;;3;1;1;;;;;;;;;1
