pro_id;pro_nama;dapil_id;dapil_kode;dapil_nama;URUTAN_SUARA_PARTAI;partai_id;PARTAI POLITIK;Urutan1;id;nama;nomor_urut;jenis_kelamin;tempat_tinggal;Suara;% SUARA;URUTAN SUARA;KURSI KE 1;KURSI KE 2;KURSI KE 3;KURSI KE 4;KURSI KE 5;URUTAN KURSI;TOTAL;JUMLAH KURSI;;PROVINSI;DAPIL DPRRI;;;;;;
17;BENGKULU;7639;1701;BENGKULU;9;14;PARTAI DEMOKRAT;2;111154;SYAIFULLAH S.H.;4;L;KOTA BENGKULU;1038;0,037927507;4;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;9;14;PARTAI DEMOKRAT;3;333333;TOTAL SUARA PARTAI;;;;27368;0,023764784;;;;;;;;;0;;;;;;;;;1
17;BENGKULU;7639;1701;BENGKULU;10;15;PARTAI SOLIDARITAS INDONESIA;1;999999;SUARA PARTAI;;;;5850;0,339839665;;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;10;15;PARTAI SOLIDARITAS INDONESIA;2;111991;JUMADY SINAGA S.T. M.Si.;1;L;KOTA ADM. JAKARTA SELATAN;8970;0,521087487;1;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;10;15;PARTAI SOLIDARITAS INDONESIA;2;111994;ELISABETH WEDHA PUSPANINGTYAS;4;P;KOTA SURAKARTA;1143;0,066399442;2;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;10;15;PARTAI SOLIDARITAS INDONESIA;2;111992;Taufik Riantoso;2;L;KOTA SURAKARTA;840;0,04879749;3;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;10;15;PARTAI SOLIDARITAS INDONESIA;2;111993;RIZKIANA AMELLIA;3;P;KOTA DEPOK;411;0,023875915;4;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;10;15;PARTAI SOLIDARITAS INDONESIA;3;333333;TOTAL SUARA PARTAI;;;;17214;0,014947639;;;;;;;;;0;;;;;;;;;1
17;BENGKULU;7639;1701;BENGKULU;11;10;PARTAI HATI NURANI RAKYAT;1;999999;SUARA PARTAI;;;;3009;0,257443532;;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;11;10;PARTAI HATI NURANI RAKYAT;2;107791;Ir. MUASHOL;1;L;KOTA BENGKULU;3498;0,299281314;1;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;11;10;PARTAI HATI NURANI RAKYAT;2;107792;H. SUGENG PUJIYONO S.E. S.T.;2;L;KOTA BENGKULU;2491;0,213124572;2;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;11;10;PARTAI HATI NURANI RAKYAT;2;107793;YUSLINDAWATI S.Sos. M.M.;3;P;BENGKULU SELATAN;1602;0,137063655;3;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;11;10;PARTAI HATI NURANI RAKYAT;2;107794;YUDI NUGROHO S.H.;4;L;KOTA BENGKULU;1088;0,093086927;4;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;11;10;PARTAI HATI NURANI RAKYAT;3;333333;TOTAL SUARA PARTAI;;;;11688;0,010149181;;;;;;;;;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;12;7;PARTAI GELOMBANG RAKYAT INDONESIA;1;999999;SUARA PARTAI;;;;3669;0,352788462;;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;12;7;PARTAI GELOMBANG RAKYAT INDONESIA;2;105271;DEDI HARYONO;1;L;KOTA BENGKULU;5224;0,502307692;1;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;12;7;PARTAI GELOMBANG RAKYAT INDONESIA;2;105272;NUR ALIMAH;2;P;SELUMA;1507;0,144903846;2;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;12;7;PARTAI GELOMBANG RAKYAT INDONESIA;3;333333;TOTAL SUARA PARTAI;;;;10400;0,009030757;;;;;;;;;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;13;17;PARTAI PERSATUAN PEMBANGUNAN;1;999999;SUARA PARTAI;;;;2853;0,301585624;;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;13;17;PARTAI PERSATUAN PEMBANGUNAN;2;113671;DEDI ROSADI;1;L;KOTA BENGKULU;4275;0,451902748;1;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;13;17;PARTAI PERSATUAN PEMBANGUNAN;2;113672;A. HAMIM WICAKSONO;2;L;KOTA BENGKULU;1110;0,117336152;2;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;13;17;PARTAI PERSATUAN PEMBANGUNAN;2;113673;SINTIA MURIANTAMI;3;P;KOTA BENGKULU;710;0,075052854;3;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;13;17;PARTAI PERSATUAN PEMBANGUNAN;2;113674;MUSRITA IKHSAN;4;P;GOWA;512;0,054122622;4;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;13;17;PARTAI PERSATUAN PEMBANGUNAN;3;333333;TOTAL SUARA PARTAI;;;;9460;0,008214515;;;;;;;;;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;14;6;PARTAI BURUH;1;999999;SUARA PARTAI;;;;1895;0,296140022;;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;14;6;PARTAI BURUH;2;104431;HELMIZAN SAKRANI S.H.;1;L;BEKASI;2600;0,406313486;1;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;14;6;PARTAI BURUH;2;104432;YANTI HARYANI S.E.;2;P;KOTA BENGKULU;1091;0,17049539;2;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;14;6;PARTAI BURUH;2;104434;MARULI MARPAUNG S.H. M.H.;4;L;KOTA TANGERANG;432;0,067510549;3;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;14;6;PARTAI BURUH;2;104433;RIZKA SEPTIANA M.Si.;3;P;KOTA ADM. JAKARTA TIMUR;381;0,059540553;4;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;14;6;PARTAI BURUH;3;333333;TOTAL SUARA PARTAI;;;;6399;0,00555652;;;;;;;;;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;15;11;PARTAI GARDA REPUBLIK INDONESIA;1;999999;SUARA PARTAI;;;;926;0,215348837;;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;15;11;PARTAI GARDA REPUBLIK INDONESIA;2;108631;RAJA HUNTAL GADING HENDRY ARTLIONER SIHITE S.H.;1;L;KOTA BENGKULU;1172;0,27255814;1;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;15;11;PARTAI GARDA REPUBLIK INDONESIA;2;108632;GINA APRILIA;2;P;PANDEGLANG;941;0,218837209;2;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;15;11;PARTAI GARDA REPUBLIK INDONESIA;2;108633;YUDI HARYANSAH;3;L;LEBONG;651;0,151395349;3;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;15;11;PARTAI GARDA REPUBLIK INDONESIA;2;108634;DEWI SARTIKA;4;P;BENGKULU UTARA;610;0,141860465;4;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;15;11;PARTAI GARDA REPUBLIK INDONESIA;3;333333;TOTAL SUARA PARTAI;;;;4300;0,003733871;;;;;;;;;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;16;24;PARTAI UMMAT;1;999999;SUARA PARTAI;;;;701;0,182647212;;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;16;24;PARTAI UMMAT;2;114511;Dr. Ir. B. HERAWAN HAYADI S.Kom. M.Kom.;1;L;KOTA BENGKULU;1713;0,446326212;1;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;16;24;PARTAI UMMAT;2;114514;DEDI ISKANDAR M.H.;4;L;KOTA ADM. JAKARTA TIMUR;704;0,183428869;2;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;16;24;PARTAI UMMAT;2;114513;JASMAN A.Md.;3;L;KOTA BEKASI;387;0,100833768;3;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;16;24;PARTAI UMMAT;2;114512;NUR AIDA S.H.;2;P;KOTA TANGERANG;333;0,08676394;4;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;16;24;PARTAI UMMAT;3;333333;TOTAL SUARA PARTAI;;;;3838;0,003332697;;;;;;;;;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;17;13;PARTAI BULAN BINTANG;1;999999;SUARA PARTAI;;;;845;0,230685231;;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;17;13;PARTAI BULAN BINTANG;2;110311;PRATIWI SUPRA DINI S.H. M.Kn.;1;P;KOTA ADM. JAKARTA TIMUR;2092;0,571116571;1;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;17;13;PARTAI BULAN BINTANG;2;110312;POPI ANGGRAINI S.Pd.;2;P;KAUR;390;0,106470106;2;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;17;13;PARTAI BULAN BINTANG;2;110313;BAHIRUL ZANI S.E.;3;L;KAUR;336;0,091728092;3;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;17;13;PARTAI BULAN BINTANG;3;333333;TOTAL SUARA PARTAI;;;;3663;0,003180737;;;;;;;;;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;18;9;PARTAI KEBANGKITAN NUSANTARA;1;999999;SUARA PARTAI;;;;624;0,205060795;;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;18;9;PARTAI KEBANGKITAN NUSANTARA;2;106951;SRI SUTARTI;1;P;KEPAHIANG;1443;0,474203089;1;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;18;9;PARTAI KEBANGKITAN NUSANTARA;2;106953;SALEHAN S.Sos.;3;L;KOTA BENGKULU;668;0,21952021;2;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;18;9;PARTAI KEBANGKITAN NUSANTARA;2;106952;INTAN PERMATA ALI;2;P;SUKABUMI;183;0,060138022;3;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;18;9;PARTAI KEBANGKITAN NUSANTARA;2;106954;AHMAD SANDI ROMADHONI WAHYUDA;4;L;BANYUWANGI;125;0,041077884;4;;;;;;0;0;0;;;;;;;;;0
17;BENGKULU;7639;1701;BENGKULU;18;9;PARTAI KEBANGKITAN NUSANTARA;3;333333;TOTAL SUARA PARTAI;;;;3043;0,002642365;;;;;;;;;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;1;8;PARTAI KEADILAN SEJAHTERA;1;999999;SUARA PARTAI;;;;97256;0,249092693;;;;;;;0;0;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;1;8;PARTAI KEADILAN SEJAHTERA;2;106161;Dr. H. MARDANI ALI SERA M.Eng.;1;L;BEKASI;176584;0,452268076;1;1;;;;;1;1;1;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;1;8;PARTAI KEADILAN SEJAHTERA;2;106162;Dr. Hj. ANIS BYARWATI;2;P;KOTA ADM. JAKARTA TIMUR;64304;0,164695818;2;;6;;;;6;1;1;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;1;8;PARTAI KEADILAN SEJAHTERA;2;106165;Hj. MUFIDAH SAID BAWAZIR S.E. M.M.;5;P;KOTA ADM. JAKARTA TIMUR;18515;0,047420737;3;;;;;;0;0;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;1;8;PARTAI KEADILAN SEJAHTERA;2;106163;Dr. HANDI RISZA S.E. M.Ec.;3;L;KOTA ADM. JAKARTA TIMUR;14845;0,038021109;4;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;1;8;PARTAI KEADILAN SEJAHTERA;2;106166;IBRAHIM KHALIL S.M.;6;L;KOTA ADM. JAKARTA TIMUR;9946;0,025473759;5;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;1;8;PARTAI KEADILAN SEJAHTERA;2;106164;H. Umar M.A.;4;L;KOTA ADM. JAKARTA PUSAT;8991;0,023027807;6;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;1;8;PARTAI KEADILAN SEJAHTERA;3;333333;TOTAL SUARA PARTAI;;;;390441;0,218988775;;;;;;;;;2;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;2;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;1;999999;SUARA PARTAI;;;;54010;0,187235016;;;;;;;0;0;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;2;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;2;101961;PUTRA NABABAN;1;L;KOTA ADM. JAKARTA SELATAN;105559;0,36593855;1;2;;;;;2;1;1;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;2;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;2;101962;SONDANG TAMPUBOLON S.T. M.M.;2;P;KOTA ADM. JAKARTA TIMUR;68370;0,237016442;2;;;;;;0;0;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;2;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;2;101964;SONY KUSUMO;4;L;KOTA ADM. JAKARTA BARAT;25986;0,090084968;3;;;;;;0;0;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;2;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;2;101965;HARRY BASUKI TJAHAJA P.;5;L;KOTA ADM. JAKARTA PUSAT;23559;0,081671352;4;;;;;;0;0;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;2;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;2;101963;DEDY RACHMADI S.Pd. M.Si.;3;L;KOTA ADM. JAKARTA TIMUR;9294;0,03221926;5;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;2;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;2;101966;ZENI TUTIK ROHAYATI M.E.;6;P;KOTA BEKASI;1683;0,005834411;6;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;2;3;PARTAI DEMOKRASI INDONESIA PERJUANGAN;3;333333;TOTAL SUARA PARTAI;;;;288461;0,161790696;;;;;;;;;1;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;3;2;PARTAI GERAKAN INDONESIA RAYA;1;999999;SUARA PARTAI;;;;64805;0,329447709;;;;;;;0;0;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;3;2;PARTAI GERAKAN INDONESIA RAYA;2;101121;Dr. HABIBUROKHMAN S.H. M.H.;1;L;BEKASI;96914;0,492679505;1;3;;;;;3;1;1;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;3;2;PARTAI GERAKAN INDONESIA RAYA;2;101122;MUHAMMAD AZHARI;2;L;KOTA ADM. JAKARTA TIMUR;15151;0,077022795;2;;;;;;0;0;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;3;2;PARTAI GERAKAN INDONESIA RAYA;2;101123;BUNGA BRIGITA;3;P;BANGKA;10438;0,053063424;3;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;3;2;PARTAI GERAKAN INDONESIA RAYA;2;101126;SITI ZULFAH;6;P;KOTA ADM. JAKARTA PUSAT;4015;0,020410964;4;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;3;2;PARTAI GERAKAN INDONESIA RAYA;2;101125;OKKY DWI CAHYO;5;L;KOTA ADM. JAKARTA TIMUR;3062;0,01556622;5;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;3;2;PARTAI GERAKAN INDONESIA RAYA;2;101124;VIGOR RISQY SETIAWAN S.E.;4;L;KOTA ADM. JAKARTA SELATAN;2323;0,011809382;6;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;3;2;PARTAI GERAKAN INDONESIA RAYA;3;333333;TOTAL SUARA PARTAI;;;;196708;0,11032869;;;;;;;;;1;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;4;12;PARTAI AMANAT NASIONAL;1;999999;SUARA PARTAI;;;;24364;0,163049516;;;;;;;0;0;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;4;12;PARTAI AMANAT NASIONAL;2;109521;EKO HENDRO PURNOMO S.Sos.;1;L;KOTA ADM. JAKARTA TIMUR;93673;0,626881353;1;4;;;;;4;1;1;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;4;12;PARTAI AMANAT NASIONAL;2;109524;DESY NURUL YUNITA S.Psi.;4;P;KOTA ADM. JAKARTA TIMUR;17046;0,114075769;2;;;;;;0;0;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;4;12;PARTAI AMANAT NASIONAL;2;109523;AYU AZHARI;3;P;KOTA ADM. JAKARTA SELATAN;9911;0,066326701;3;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;4;12;PARTAI AMANAT NASIONAL;2;109522;SURYA IMAN WAHYUDI S.H. M.H.;2;L;KOTA ADM. JAKARTA TIMUR;3296;0,022057593;4;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;4;12;PARTAI AMANAT NASIONAL;2;109525;AMBAR KUSPARDIANTO M.M.;5;L;KOTA ADM. JAKARTA SELATAN;674;0,004510564;5;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;4;12;PARTAI AMANAT NASIONAL;2;109526;JUSTINA RAHABAV;6;P;KOTA ADM. JAKARTA TIMUR;463;0,003098503;6;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;4;12;PARTAI AMANAT NASIONAL;3;333333;TOTAL SUARA PARTAI;;;;149427;0,083809937;;;;;;;;;1;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;5;1;PARTAI KEBANGKITAN BANGSA;1;999999;SUARA PARTAI;;;;41515;0,285701505;;;;;;;0;0;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;5;1;PARTAI KEBANGKITAN BANGSA;2;100281;H. HASBIALLAH ILYAS;1;L;KOTA ADM. JAKARTA TIMUR;80895;0,556710183;1;5;;;;;5;1;1;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;5;1;PARTAI KEBANGKITAN BANGSA;2;100282;DARUSSALAM S.H.;2;L;KOTA ADM. JAKARTA SELATAN;10599;0,072941112;2;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;5;1;PARTAI KEBANGKITAN BANGSA;2;100283;Hj. DASWATI S.H. M.H.;3;P;KOTA ADM. JAKARTA TIMUR;6553;0,045097;3;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;5;1;PARTAI KEBANGKITAN BANGSA;2;100284;CAKHYONO S.Pd.I.;4;L;KOTA ADM. JAKARTA TIMUR;2388;0,016433944;4;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;5;1;PARTAI KEBANGKITAN BANGSA;2;100285;Dra. MUZAENAH ZEIN;5;P;KOTA ADM. JAKARTA SELATAN;2055;0,014142276;5;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;5;1;PARTAI KEBANGKITAN BANGSA;2;100286;NUR BUDI HARIYANTO M.Si.;6;L;KOTA DEPOK;1304;0,00897398;6;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;5;1;PARTAI KEBANGKITAN BANGSA;3;333333;TOTAL SUARA PARTAI;;;;145309;0,081500252;;;;;;;;;1;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;6;15;PARTAI SOLIDARITAS INDONESIA;1;999999;SUARA PARTAI;;;;36262;0,296154129;;;;;;;0;0;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;6;15;PARTAI SOLIDARITAS INDONESIA;2;112041;FALDO MALDINI;1;L;KOTA TANGERANG SELATAN;56725;0,46327679;1;;;;;;0;0;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;6;15;PARTAI SOLIDARITAS INDONESIA;2;112042;DEDEK PRAYUDI;2;L;KOTA ADM. JAKARTA SELATAN;10551;0,086170708;2;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;6;15;PARTAI SOLIDARITAS INDONESIA;2;112043;FITRIA AMBARINI;3;P;KOTA BEKASI;7112;0,05808417;3;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;6;15;PARTAI SOLIDARITAS INDONESIA;2;112046;dr. FERRYAL LOETAN M.Kes.;6;L;KOTA ADM. JAKARTA SELATAN;6099;0,049810932;4;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;6;15;PARTAI SOLIDARITAS INDONESIA;2;112044;ACHMAD HAFIZ ALATAS;4;L;KOTA ADM. JAKARTA TIMUR;3319;0,02710649;5;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;6;15;PARTAI SOLIDARITAS INDONESIA;2;112045;ILMA SOVRIYANTI S.Ag.;5;P;KOTA ADM. JAKARTA TIMUR;2375;0,019396781;6;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;6;15;PARTAI SOLIDARITAS INDONESIA;3;333333;TOTAL SUARA PARTAI;;;;122443;0,068675274;;;;;;;;;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;7;4;PARTAI GOLONGAN KARYA;1;999999;SUARA PARTAI;;;;25769;0,230659064;;;;;;;0;0;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;7;4;PARTAI GOLONGAN KARYA;2;102801;ARIO BIMO NANDITO A S.H.;1;L;KOTA ADM. JAKARTA TIMUR;55560;0,497319167;1;;;;;;0;0;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;7;4;PARTAI GOLONGAN KARYA;2;102802;DANTY I. PURNAMASARI B.Sc.;2;P;KOTA ADM. JAKARTA PUSAT;11108;0,099428029;2;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;7;4;PARTAI GOLONGAN KARYA;2;102804;WANDA HAMIDAH S.H. M.Kn.;4;P;KOTA ADM. JAKARTA SELATAN;10839;0,097020202;3;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;7;4;PARTAI GOLONGAN KARYA;2;102803;MUSLIM JAYA BUTARBUTAR S.H. M.H.;3;L;KOTA ADM. JAKARTA SELATAN;3997;0,035777263;4;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;7;4;PARTAI GOLONGAN KARYA;2;102806;Ir. T. BAZATOGU HIA M.M.;6;L;KOTA BEKASI;3002;0,026870989;5;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;7;4;PARTAI GOLONGAN KARYA;2;102805;FERA YUNIHARTI S.Kom.;5;P;KOTA ADM. JAKARTA TIMUR;1444;0,012925286;6;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;7;4;PARTAI GOLONGAN KARYA;3;333333;TOTAL SUARA PARTAI;;;;111719;0,062660445;;;;;;;;;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;8;5;PARTAI NASDEM;1;999999;SUARA PARTAI;;;;28977;0,266398831;;;;;;;0;0;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;8;5;PARTAI NASDEM;2;103641;AHMAD H. M. ALI S.E.;1;L;KOTA ADM. JAKARTA BARAT;56364;0,518180063;1;;;;;;0;0;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;8;5;PARTAI NASDEM;2;103646;NURCAHYO ANGGOROJATI;6;L;KOTA ADM. JAKARTA TIMUR;6121;0,056273156;2;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;8;5;PARTAI NASDEM;2;103642;SYARIFAH DWI MEUTIA SARI;2;P;KOTA ADM. JAKARTA BARAT;5519;0,050738694;3;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;8;5;PARTAI NASDEM;2;103645;Dra. Hj. NURFITRIA FARHANA;5;P;KOTA ADM. JAKARTA SELATAN;4840;0,044496336;4;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;8;5;PARTAI NASDEM;2;103643;RENO ISKANDARSYAH S.H. M.H.;3;L;KOTA ADM. JAKARTA TIMUR;4331;0,039816866;5;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;8;5;PARTAI NASDEM;2;103644;IMAM RATRIOSO S.Psi.;4;L;KOTA ADM. JAKARTA TIMUR;2621;0,024096053;6;;;;;;0;0;0;;;;;;;;;0
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;8;5;PARTAI NASDEM;3;333333;TOTAL SUARA PARTAI;;;;108773;0,061008106;;;;;;;;;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;9;14;PARTAI DEMOKRAT;1;999999;SUARA PARTAI;;;;32029;0,322278458;;;;;;;0;0;0;;;;;;;;;1
31;DKI JAKARTA;7644;3101;DKI JAKARTA I;9;14;PARTAI DEMOKRAT;2;111201;Dr. ADI KURNIA SETIADI S.H. M.H.;1;L;KOTA ADM. JAKARTA TIMUR;39234;0,394775766;1;;;;;;0;0;0;;;;;;;;;1
